,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2027-07-31,95.67484785000006,46.60816904999999,62.886091499999985,35.27314514999999,95.67484784999994,91.40480459999995,69.66640259999998,81.33785415000001,77.19720614999997,104.39608769999995,4.451196599999999,103.54207904999998,60.94516274999999,42.493400099999974,60.272307449999985,36.308307149999976,84.26218679999998,36.2824281,69.58876545000003,42.881585849999965
2027-08-31,97.35698610000007,46.60816904999999,64.4388345,35.86836329999999,98.72857574999996,94.04446769999996,70.08046739999999,85.50438120000004,79.16401394999998,107.42393655000004,4.451196599999999,104.88778964999997,61.46274374999999,43.942626899999986,61.61801804999999,36.308307149999976,87.36767279999998,36.2824281,72.02139615000002,45.36597464999996
2027-09-30,101.0059321500001,47.74684724999999,66.53503755,36.82588814999999,100.20368159999997,98.21099474999998,71.14150844999999,87.67822140000006,81.07906364999997,110.83997115000004,4.451196599999999,107.68272704999997,63.32603534999998,44.977788899999986,62.032082849999995,37.861050149999976,90.88722359999996,37.3175901,74.03996205000003,47.332782449999975
2027-10-31,101.98933605000012,49.61013884999999,69.09706349999999,37.55050154999999,104.03378099999995,99.91901204999996,73.23771149999999,89.98145685000003,83.66696864999997,114.07485240000003,5.3310843000000006,110.94348734999997,64.59410879999997,44.977788899999986,63.99889064999999,39.51730934999998,92.69875709999998,37.3175901,76.31731845000003,49.61013884999999
2027-11-30,104.49960390000012,51.809858099999985,70.8568389,37.80929204999999,106.51816979999998,101.00593214999998,75.85149554999997,91.71535320000007,87.16064039999999,116.40396690000006,5.3310843000000006,113.68666664999998,65.21520599999998,46.06470899999998,64.51647165,41.71702859999998,96.94292129999998,40.00901129999998,81.07906365000002,50.56766369999999
2027-12-31,105.84531450000016,57.166821449999965,73.08243719999999,39.31027694999999,109.83068820000003,105.14658015000002,77.92181954999997,94.22562105000003,87.49706805,118.26725850000008,6.1592139,114.20424764999996,67.4925624,46.58228999999998,64.93053644999999,45.02954699999998,98.83209194999999,42.59691629999998,85.21971165000002,50.56766369999999
2028-01-31,108.69201000000015,60.945162749999966,74.42814779999999,41.173568549999985,113.14320660000004,107.99327565000002,79.13813489999997,96.91704225000002,90.29200544999999,119.71648530000012,7.5049245,114.98061914999995,69.7699188,47.72096819999996,67.15613474999999,46.09058804999998,101.93757795000003,44.71899839999998,85.81492980000003,52.35331814999998
2028-02-29,112.91029515000014,62.653180049999975,75.77385839999998,43.65795734999999,114.02309430000004,111.30579404999999,82.06246754999997,100.28131875000005,92.36232944999999,122.89960845000009,7.5049245,119.19890429999998,70.10634645,49.843050299999966,69.12294255,46.711685249999974,106.00058880000006,47.53981484999999,87.08300325000002,53.12968964999999
2028-03-31,115.54995825000013,64.15416494999995,78.36176339999999,44.64136124999998,115.9899021000001,115.83462779999999,85.34910689999995,101.36823885000005,94.8208392,124.03828665000009,7.5049245,121.78680929999994,71.19326655,54.009577349999944,70.26162075,47.048112899999964,108.43321950000006,48.600855899999985,88.99805295,55.35528794999999
2028-04-30,119.48357385000017,66.58679564999996,81.260217,45.883555649999984,118.2931375500001,118.44841185000001,86.09959934999995,103.05037710000006,95.67484785,126.44503830000006,7.5049245,126.26388494999995,73.65177630000001,56.286933749999946,71.63321040000001,48.36794444999997,110.71057590000005,49.1184369,90.96486074999999,56.90803094999999
2028-05-31,124.52998860000018,67.00086044999995,85.58201835,46.94459669999999,122.20087410000005,120.77752635000002,87.67822139999996,106.54404885000004,100.85065784999999,129.52464525000008,7.5049245,129.99046814999997,75.82561650000001,58.46077394999995,74.014083,49.58425979999998,112.88441610000007,51.08524469999999,92.67287805000001,58.15022535
2028-06-30,127.01437740000021,69.69228164999994,86.25487365000001,49.325469299999995,129.70579860000018,122.89960845000006,90.08497304999997,112.15980270000001,102.71394945,133.4065027500001,7.5049245,132.37134075,76.34319750000002,59.80648454999995,75.67034220000001,52.58622959999999,114.95474010000005,51.70634189999999,96.71000985,58.486653
2028-07-31,128.0495394000002,70.36513694999994,88.66162530000001,50.1535989,132.44897790000016,125.53927155000004,93.96683054999998,115.78286970000002,104.52548294999997,134.5710600000001,7.5049245,136.09792395000002,80.38032930000001,61.825050449999935,77.84418240000001,54.13897259999999,117.18033840000001,53.25908489999999,97.97808330000001,58.7454435
2028-08-31,130.63744440000025,71.94375899999994,92.82815235000001,51.52518854999998,135.96852870000012,127.50607935000001,97.40874419999999,118.08610515000001,107.73448514999997,136.79665830000016,8.3848122,139.79862810000003,83.69284770000002,64.30943924999993,78.85346535000001,56.46808709999999,123.21015705000002,54.5012793,100.9800531,59.987637899999996
2028-09-30,132.13842930000024,72.69425144999994,96.34770315000003,52.92265724999999,138.8411032500002,131.18090445,101.03181119999999,119.69060625000003,111.82337504999997,139.69511190000017,8.3848122,143.83575990000008,87.10888230000002,67.18201379999995,80.71675695,59.806484549999986,127.92014415000001,56.5716033,103.95614385,60.86752559999999
2028-10-31,134.13111615000028,73.78117154999994,97.92632520000004,57.42561194999998,141.4290082500002,133.69117230000003,104.49960390000004,123.46894755000005,113.22084374999997,143.00763030000016,9.0059094,146.99300400000007,88.24756050000002,68.99354729999995,84.70213064999999,61.35922754999999,131.07738825000004,60.66049319999999,107.06162985000002,61.38510659999999
2028-11-30,137.28836025000027,78.18061004999993,100.41071400000006,58.15022534999998,143.93927610000026,135.01100385,107.44981560000006,126.96261930000007,114.79946579999996,147.84701265000018,9.0059094,148.1834403000001,89.41211775000004,70.36513694999995,87.31591469999998,63.22251915,132.99243795000007,61.17807419999998,107.91563850000004,63.71422109999999
2028-12-31,139.69511190000026,80.27681309999993,103.30916760000012,60.32406554999997,146.32014870000026,138.27176415000002,112.93617420000008,128.54124135000006,116.40396689999999,149.11508610000018,9.0059094,151.23716820000007,90.68019120000002,72.02139614999996,88.14404429999998,64.15416495,133.71705135000008,63.869495399999984,108.76964715000004,63.71422109999999
2029-01-31,143.99103420000026,83.07175049999994,108.66613095000012,61.773292349999984,149.24448135000023,140.41972530000007,115.18765155000006,131.38793685000005,120.07879199999998,150.3831595500002,9.834038999999999,152.7899112000001,93.11282190000003,73.10831624999997,90.93898169999996,66.22448895,134.7522133500001,66.56091659999998,112.67738370000006,65.05993169999999
2029-02-28,147.51058500000025,85.99608314999993,110.78821305000012,62.83433339999997,151.67711205000026,143.68048560000005,116.68863645000008,134.82985050000005,122.4079065,153.7215570000002,10.662168599999998,157.03407540000006,95.07962970000004,75.15276119999996,92.69875709999994,66.22448895,138.7893451500001,67.72547384999999,115.13589345000005,66.9232233
2029-03-31,153.51452460000024,88.89453674999992,112.98793230000015,63.09312389999997,155.4554533500003,145.2849867000001,122.84785035000007,141.50664540000002,125.59102965000007,155.81776005000023,10.920959099999997,163.2191683500001,98.44390620000003,76.18792319999996,95.64896879999993,66.94910235,140.60087865000008,69.27821684999998,118.26725850000005,67.9583853
2029-04-30,156.25770390000022,92.10353894999994,115.34292585000016,63.61070489999997,160.24307760000033,149.29623945000012,126.26388495000006,145.3885029,127.81662795000005,158.09511645000023,10.920959099999997,165.0565809000001,100.17780255000007,78.62055389999998,98.23687379999994,68.7347568,142.07598450000012,71.86612184999997,122.25263220000004,68.4759663
2029-05-31,157.91396310000022,93.19045904999996,118.39665375000017,65.68102889999997,163.08977310000034,150.22788525000013,128.51536230000005,148.028166,132.86304270000002,162.8309826000002,11.749088699999996,169.9218423000001,100.85065785000008,79.13813489999997,102.81746564999992,72.79776765,145.85432580000014,73.36710674999998,124.65938385000001,71.45205705
2029-06-30,161.97697395000023,97.40874419999999,121.86444645000017,66.50915849999998,165.10833900000037,152.6346369000001,130.74096060000002,152.0652978,135.5544639,165.83295240000018,12.577218299999995,171.5004643500001,100.85065785000008,81.36373319999997,104.26669244999992,75.48918884999999,148.26107745000013,74.60930114999998,126.23800590000003,71.86612185000001
2029-07-31,163.1674102500002,98.80621290000003,123.23603610000019,68.21717579999996,166.73871915000035,155.84363910000013,133.14771225000004,153.15221789999998,137.23660214999998,167.4374535000002,12.836008799999995,173.8295788500001,101.47175505000006,84.05515439999996,106.9063555499999,78.12885194999998,151.57359585000012,76.96429469999998,129.34349190000003,73.00480005
2029-08-31,166.0658638500002,102.09285225,126.28976400000018,69.97695119999997,167.77388115000036,161.0970862500001,135.21803625,155.32605809999998,139.51395855,168.3690993000002,13.664138399999995,176.1845724000001,105.63828210000008,85.5043812,108.71788904999993,79.99214354999998,155.74012290000016,78.31000529999999,131.90551785000002,73.67765535
2029-09-30,171.3710691000002,105.25009635000002,129.60228240000015,72.64249334999997,168.93843840000034,163.58147505000014,139.82450715000002,159.31143179999998,141.68779875,171.31931100000023,13.664138399999995,177.2973715500001,108.25206615000008,87.62646329999998,109.46838149999992,80.50972454999999,159.33731085000016,78.31000529999999,134.13111615000005,73.67765535
2029-10-31,175.30468470000022,108.3814614,131.90551785000014,74.14347824999997,172.22507775000034,167.74800210000012,143.80988085000007,163.68499125000002,144.84504285,175.1752894500002,13.664138399999995,179.75588130000008,110.24475300000009,88.92041579999997,112.03040744999991,84.46921919999998,161.12296530000017,79.88862734999998,135.14039910000005,73.67765535
2029-11-30,176.9868229500002,110.9176083,134.07935805000017,74.86809164999997,176.13281430000035,168.78316410000016,146.13899535000004,167.02338870000005,147.69173835000004,181.90384245000016,14.492267999999996,182.80960920000004,111.02112450000006,91.9741437,115.23940964999993,87.54882615000001,164.66839515000015,80.50972454999997,136.22731920000004,73.67765535
2029-12-31,179.88527655000019,115.2135306,136.9519326000002,76.47259274999996,180.0405508500003,170.9052462000002,149.83969950000008,172.61326350000002,150.27964335000001,187.23492675000023,14.492267999999996,184.31059410000006,113.14320660000004,91.9741437,116.5851202499999,90.36964259999998,166.99750965000015,83.64108959999997,139.43632140000003,76.60198799999999
2030-01-31,181.4897776500002,116.99918505000002,138.6340708500002,77.89594049999998,182.60257680000032,173.1308445000002,151.88414445000012,176.0810562,153.43688745000003,188.42536305000024,14.492267999999996,189.35700885000006,116.74039455000006,94.01858864999998,118.78483949999992,92.8540314,171.99216630000012,87.16064039999998,141.40312920000005,79.57807874999999
