,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29,2.0703239999999994,0.0,0.95752485,0.8281295999999999,1.6562591999999998,3.1572440999999998,2.51026785,1.2939524999999998,0.33642764999999997,3.623067,0.0,1.5527429999999998,0.0,1.3457105999999999,2.7949374,0.0,0.6210971999999999,0.8281295999999999,0.2587905,0.9834039
2024-03-31,2.6914211999999993,0.7246134000000001,2.4067516499999995,1.6562591999999998,2.6396631,5.926302449999998,3.1054859999999995,2.4585097499999997,1.68213825,5.9521815,0.0,3.5713088999999996,0.517581,1.3457105999999999,3.2090022,1.4492268000000001,2.0703239999999994,1.0869201,0.517581,1.6045011
2024-04-30,2.6914211999999993,1.8115335,2.4067516499999995,1.6562591999999998,4.321801349999999,7.272013049999998,3.70070415,3.700704149999999,3.7524622499999993,8.151900750000001,0.8281295999999999,4.166527049999999,1.6045011,1.9409287499999999,3.2090022,2.2255982999999997,3.4160345999999993,1.0869201,1.9668077999999996,2.4326307
2024-05-31,4.9687776,2.070324,3.804220349999999,1.9150497,6.1592139,9.394095149999998,5.5122376499999985,4.451196599999999,5.5122376499999985,10.481015249999999,0.8281295999999999,7.4014083,3.933615599999999,3.597187949999999,4.2959223,2.4843887999999996,6.081576749999999,1.0869201,2.30323545,3.0537278999999997
2024-06-30,7.8672312,3.3125183999999996,6.49564155,2.7431792999999995,8.10014265,11.25738675,5.5122376499999985,6.314488199999999,6.340367249999998,13.482985049999998,0.8281295999999999,9.394095149999998,4.709987099999999,4.42531755,4.7099871,4.037131799999999,6.081576749999999,1.5009848999999997,2.30323545,4.5029547
2024-07-31,8.126021699999999,3.6489460499999993,6.49564155,2.7431792999999995,8.10014265,12.344306849999999,6.857948249999998,7.453166399999999,6.935585399999999,14.776937549999998,0.8281295999999999,15.941494800000001,5.538116699999999,5.35696335,5.434600499999999,4.295922299999999,6.909706349999999,2.4585097499999997,3.13136505,5.2275681
2024-08-31,10.713926699999998,3.9853736999999994,6.49564155,3.5713088999999996,9.1611837,13.172436450000001,7.194375899999998,7.970747399999999,6.935585399999999,15.889736699999997,0.8281295999999999,17.6495121,6.599157749999998,5.693391,7.634319749999997,4.295922299999999,8.3848122,2.4585097499999997,4.166527049999999,6.676794900000002
2024-09-30,12.887766899999997,3.9853736999999994,7.32377115,4.1924061,12.551339250000003,14.2334775,10.248103799999999,9.1094256,7.686077849999999,17.9600607,0.8281295999999999,21.401974350000003,7.556682599999999,6.3144881999999996,8.980030349999998,4.632349949999999,9.2129418,3.1831231499999992,5.512237649999999,7.401408300000002
2024-10-31,15.941494799999996,4.709987099999999,8.048384550000002,4.1924061,14.5957842,16.407317699999997,10.9727172,9.9375552,10.01519235,19.5645618,1.6562591999999998,22.411257300000006,8.72123985,6.3144881999999996,8.980030349999998,4.891140449999999,9.2129418,3.1831231499999992,7.013222549999998,8.6436027
2024-11-30,17.3389635,5.486358599999999,11.050354350000001,4.5288337499999995,15.941494800000003,17.57187495,11.826725849999999,12.810129750000003,12.70661355,20.5479657,1.9150497,24.662734649999997,8.98003035,6.3144881999999996,9.808159949999999,6.961464449999999,10.2998619,3.9077365499999996,7.893110249999998,11.231507700000002
2024-12-31,17.934181649999992,7.142617800000001,12.344306850000002,5.2534471499999995,17.9600607,19.0469808,15.44979285,16.277922450000002,13.871170799999998,21.841918200000002,1.9150497,27.25063965,12.396064950000001,6.3144881999999996,10.895080049999999,7.58256165,11.904363,4.244164199999999,9.342337049999998,11.852604900000001
2025-01-31,20.806756199999995,7.9707474000000005,13.431226950000001,5.2534471499999995,20.392691400000004,20.62560285,17.597754,19.486924650000002,16.4590758,24.14515365,1.9150497,29.372721750000004,12.7324926,7.5566826,12.991283099999997,9.54936945,13.58650125,5.1758099999999985,9.601127549999998,12.44782305
2025-02-28,22.35949919999999,9.8857971,14.699300399999998,5.2534471499999995,21.997192499999997,23.938121250000002,19.2022551,21.919555349999996,19.124617949999998,26.060203349999995,1.9150497,31.184255249999996,14.1817194,7.89311025,14.078203199999997,10.998596249999999,15.553309049999998,6.236851049999999,11.283265799999997,13.58650125
2025-03-31,24.14515364999999,11.749088699999998,15.423913800000003,6.28860915,24.843887999999986,27.97525305,19.7198361,22.178345849999992,21.298458150000002,27.81997874999999,1.9150497,32.27117535,15.423913799999998,8.721239850000002,16.01913195,11.335023900000003,17.442479699999996,6.236851049999999,11.542056299999997,13.58650125
2025-04-30,26.215477649999993,11.749088699999998,15.423913800000003,6.28860915,25.464985199999987,29.864423699999993,21.324337199999995,22.592410649999994,22.877080199999998,29.94206084999999,1.9150497,35.040233699999995,17.67539115,8.721239850000002,16.43319675,12.784250700000001,20.78087715,7.893110249999998,13.457105999999996,14.207598449999997
2025-05-31,26.215477649999993,12.836008799999998,15.760341450000004,9.005909399999997,26.888332949999988,32.52996584999999,21.583127699999995,26.06020334999999,23.394661199999998,32.840514449999986,1.9150497,38.275114949999995,19.33165035,9.44585325,17.054293949999998,13.405347900000002,22.592410649999994,8.514207449999997,15.3203976,14.544026099999998
2025-06-30,29.01041504999998,13.457106,17.934181650000003,9.678764699999997,28.389317849999983,35.169628949999996,22.825322099999994,28.389317849999987,25.827291900000002,33.66864404999998,1.9150497,43.036860149999995,22.023071549999997,9.44585325,19.590440849999997,13.741775550000002,24.32630699999999,10.01519235,18.4776417,15.165123299999998
2025-07-31,32.736998249999985,13.974686999999998,18.76231125,10.196345699999997,30.58903709999998,37.91280824999999,25.1026785,29.735028449999987,28.3116807,35.01435464999998,1.9150497,43.036860149999995,24.015758399999996,12.96540405,19.590440849999997,14.569905149999999,24.585097499999993,11.0762334,19.07285985,15.889736699999997
2025-08-31,35.42841944999999,15.708583349999998,20.31505425,10.196345699999997,33.38397449999997,39.10324454999998,26.6036634,30.89958569999999,30.511399950000005,36.85176719999998,1.9150497,45.49536989999999,25.5685014,12.96540405,21.013788599999998,14.569905149999999,26.862453899999984,13.767654599999998,21.29845815,17.571874949999998
2025-09-30,37.75753394999999,18.141214049999995,20.31505425,10.196345699999997,37.73165489999997,41.07005234999998,27.76822065,30.89958569999999,34.4708946,38.766816899999974,2.7431792999999995,46.01295089999999,26.24135669999999,15.294518550000003,22.3594992,15.24276045,29.450358899999987,14.98396995,21.29845815,19.22813415
2025-10-31,40.29368084999999,19.176376049999995,21.8936763,10.455136199999997,37.99044539999997,43.606199249999975,28.751624549999995,35.091991799999995,37.136436749999994,40.86301994999998,3.5713088999999996,49.17019499999999,26.83657484999999,15.294518550000003,24.869767050000004,15.760341450000002,32.788756349999986,17.15781015,22.43713635,19.22813415
2025-11-30,42.67455344999998,20.315054249999996,23.498177399999996,10.713926699999996,38.766816899999974,47.43629864999997,30.149093249999996,37.78341299999998,40.13840654999999,42.90746489999997,3.5713088999999996,49.42898549999999,28.544592149999996,16.22616435,25.542622350000006,15.760341450000002,34.522652699999995,17.15781015,26.06020334999999,20.910272399999993
2025-12-31,45.70240229999999,21.6348858,25.568501400000002,11.438540099999999,41.509996199999975,50.64530084999997,32.89227255,40.39719704999998,42.02757719999999,45.49536989999998,3.5713088999999996,52.76738294999999,31.05485999999999,16.22616435,27.457672050000006,15.760341450000002,35.76484709999998,17.15781015,28.90689884999999,21.427853399999993
2026-01-31,47.20338719999999,23.187628800000002,26.293114799999994,11.77496775,43.19213444999998,52.534471499999974,33.40985355,42.234609599999985,42.54515819999999,48.160912049999986,3.5713088999999996,53.517875399999994,31.88298959999999,17.390721600000003,30.252609450000005,15.760341450000002,38.999728349999984,17.98593975,29.76090749999999,22.411257299999995
2026-02-28,51.08524469999999,25.516743299999995,28.363438799999997,13.120678349999995,44.97778889999997,56.054022299999964,36.127153799999995,46.76344334999997,42.803948699999985,51.680462850000005,3.5713088999999996,57.3479748,32.14178009999999,20.0821428,32.73699825,17.93418165,43.89086879999999,18.710553150000003,34.36737839999999,25.102678499999993
2026-03-31,56.209296599999995,26.47426814999999,29.916181799999986,14.569905149999997,47.97975869999997,57.29621669999996,37.0070415,48.26442824999998,44.460207899999986,54.44952119999999,3.5713088999999996,60.893404649999994,32.400570599999995,20.0821428,35.32490325,19.59044085,45.469490849999985,18.710553150000003,36.541218599999986,27.431792999999992
2026-04-30,59.2112664,28.648108349999983,33.74628119999999,17.05429395,53.10381059999997,58.124346299999964,40.837140899999994,51.31815614999998,45.055426049999994,59.677089299999984,3.5713088999999996,63.455430599999985,32.99578874999999,21.1690629,37.912808250000005,20.72911905,47.12575005,19.668078000000005,38.14571969999999,28.49283404999998
2026-05-31,60.531097949999996,30.87370664999999,35.14374989999999,18.374125499999998,55.30352984999997,60.194670299999956,42.441641999999995,54.164851649999974,48.31618634999998,62.032082849999966,3.5713088999999996,65.21520599999998,35.480177549999986,22.307741099999998,38.32687305,20.72911905,49.71365504999999,20.004505650000006,39.620825549999985,28.75162454999998
2026-06-30,62.65318005,31.70183624999998,36.8000091,19.74571515,59.65121024999997,61.98032474999996,44.40844979999999,55.58819939999997,51.939253349999966,66.81970709999996,3.8300994,67.75135289999999,36.515339549999986,22.644168750000006,39.569067450000006,21.45373245,51.36991425,20.98790955000001,40.604229449999984,29.967939899999983
2026-07-31,65.93981939999999,32.84051444999998,36.8000091,20.082142799999996,62.86021244999997,65.93981939999996,45.909434699999984,57.555007199999984,54.371884049999984,69.82167689999996,3.8300994,70.57216934999998,37.395227249999984,24.40394414999999,40.96653615,21.45373245,55.018860299999986,23.49817740000001,41.87230289999998,31.572440999999976
2026-08-31,66.69031185,35.842484249999984,37.731654899999995,21.143183849999996,65.39635934999995,68.01014339999996,46.42701569999999,60.66049319999999,55.225892699999974,74.01408299999994,3.8300994,72.64249334999997,37.395227249999984,26.99184914999998,42.44164200000001,21.45373245,59.41829879999998,23.49817740000001,43.94262689999997,31.831231499999973
2026-09-30,67.7513529,35.842484249999984,40.837140899999994,21.40197435,66.89734424999996,70.72744364999994,49.1184369,62.886091499999985,57.21857954999999,77.22308519999993,3.8300994,75.56682599999996,38.870333099999975,27.94937399999998,43.47680400000001,22.5147735,60.66049319999999,23.49817740000001,46.297620449999975,32.24529629999998
2026-10-31,70.0804674,36.10127474999999,42.5969163,24.50746035,70.10634644999998,72.07315424999994,51.809858099999985,63.22251914999998,59.18538734999998,80.32857119999994,3.8300994,77.48187569999996,39.491430299999976,28.777503599999978,47.02223385,23.2393869,62.10971999999998,25.076799450000014,47.953879649999976,33.099304949999976
2026-11-30,71.81436375,36.77413004999999,43.73559449999999,24.50746035,73.10831624999997,74.24699444999993,53.388480149999985,64.80114119999999,63.17076104999998,83.27878289999994,3.8300994,82.21774184999997,41.458238099999974,29.372721749999982,48.83376734999998,24.4815813,63.66246299999998,25.594380450000013,51.60282569999998,35.06611274999997
2026-12-31,74.09172015,37.29171104999999,46.19410424999999,24.50746035,76.47259274999998,77.11956899999994,55.30352984999999,67.5443205,64.28356019999998,85.55613929999994,3.8300994,85.19383259999995,41.87230289999998,30.537278999999977,50.54178464999998,24.895646100000004,64.18004399999998,27.147123450000006,55.53644129999999,35.402540399999964
2027-01-31,76.73138324999998,37.96456634999999,48.05739584999999,27.457672049999996,77.50775474999998,78.72407009999993,57.68440245,69.95107214999999,67.90662719999997,88.29931859999992,3.8300994,87.72997949999993,44.460207899999986,32.71111919999998,52.45683434999999,24.895646100000004,65.5775127,28.829261700000004,57.60676529999999,36.36006524999997
2027-02-28,79.06049774999997,39.10324454999999,51.44755139999998,29.243326499999995,79.44868349999997,82.01070944999992,59.54769404999999,72.28018665,69.40761209999997,90.16261019999993,3.8300994,88.89453674999993,49.94656649999997,33.047546849999975,52.793261999999984,25.413227100000004,67.9583853,30.382004700000007,57.60676529999999,36.981162449999964
2027-03-31,80.61324074999999,39.87961604999999,52.58622959999999,30.796069499999987,81.02730554999997,83.97751724999993,61.98032474999999,74.97160785,70.13222549999996,95.26078304999994,3.8300994,90.39552164999996,50.82645419999997,35.53193564999998,54.889465049999984,26.474268150000007,70.26162074999999,31.003101900000008,59.910000749999995,37.602259649999965
2027-04-30,84.23630775,40.966536149999996,55.27765079999998,31.96062674999999,83.82224294999997,86.30663174999994,62.23911524999999,75.82561650000001,71.32266179999998,96.47709839999995,4.451196599999999,92.33645039999993,53.05205249999997,36.48946049999998,56.959789049999976,30.22673039999999,74.531664,31.83123150000001,61.38510660000001,39.155002649999965
2027-05-31,87.23827754999998,43.19213444999999,58.38313679999999,32.68524014999999,87.60058424999998,88.76514149999991,64.95641549999999,77.92181955000001,74.79045449999998,99.03912434999992,4.451196599999999,96.81352604999992,56.519845199999956,39.85373699999998,57.99495104999997,34.80732224999998,76.88665755,33.28045830000001,65.31872220000002,39.49143029999996
2027-06-30,90.83546550000001,46.60816904999999,60.272307449999985,34.13446694999999,93.70804004999995,91.14601409999996,65.88806129999998,80.09565975000002,76.34319749999997,100.87653689999995,4.451196599999999,99.99664919999998,58.92659684999997,41.63939144999998,58.82308064999998,34.80732224999998,79.26753014999998,35.6613309,66.35388420000001,40.94065709999997
