,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-28,0.8281295999999999,2.9502116999999997,2.4843887999999996,1.3457105999999999,2.2255982999999997,3.7265831999999994,3.9853736999999994,2.7431793,1.4492268000000001,2.6914212,1.1904363,2.4326306999999994,1.7597753999999997,4.502954699999999,1.6045010999999998,1.035162,5.1758099999999985,2.7949374,1.1904363,3.0537278999999997,0.9316458,1.7597753999999997,2.5879049999999992,2.3291144999999998,3.2607603
2023-03-31,3.2090021999999996,4.037131799999998,5.020535699999999,1.6045011,4.192406099999999,6.935585399999998,7.1943759,3.674825099999999,3.8300994,6.210971999999998,3.0019697999999995,6.314488199999999,3.0537278999999997,7.867231199999997,4.088889899999999,3.9853736999999994,13.198315500000001,7.4014083,2.0185659,6.159213899999998,3.364276499999999,4.3476804,5.382842399999998,5.8486652999999995,6.418004399999999
2023-04-30,5.693391,6.728552999999997,8.5400865,3.6748250999999996,6.4180044,9.368216099999998,10.610410499999999,5.3828423999999995,4.6064709,8.747118899999997,4.399438499999999,7.660198799999997,3.5713088999999996,12.473702099999999,5.8486652999999995,6.8838273,16.873140600000006,9.316457999999999,2.9502116999999997,10.817442899999996,4.606470899999999,6.210971999999999,9.730522799999997,8.281295999999998,10.506894299999997
2023-05-31,6.6250367999999975,7.453166399999999,13.3018317,7.194375899999998,8.022505499999998,10.092829499999997,12.0596373,7.194375899999998,6.159213899999998,11.231507699999998,7.453166399999997,10.817442899999996,4.8135033,16.4073177,8.177779799999998,8.902393199999999,20.547965700000013,14.699300399999998,4.244164199999999,15.372155699999999,7.039101599999998,8.022505499999998,13.3018317,11.024475299999999,13.3535898
2023-06-30,8.798876999999997,9.885797099999998,20.340933300000003,8.333054099999998,8.902393199999997,11.335023899999998,15.009849,9.4199742,8.798877,12.732492599999997,11.800846799999997,12.525460199999996,5.641632899999999,20.547965700000006,10.662168599999996,10.0928295,25.827291900000017,19.616319900000004,6.780311099999999,19.7715942,8.333054099999998,9.834038999999999,17.028414900000005,14.6475423,21.63488580000001
2023-07-31,10.196345699999998,11.800846799999999,25.361469000000003,10.765684799999997,11.6455725,15.216881400000002,17.804786400000005,11.645572500000002,10.610410499999999,15.320397600000002,13.457106,15.268639499999995,5.641632899999999,24.32630700000001,11.438540099999996,12.836008799999998,29.34684270000002,21.479611500000008,9.005909399999997,25.050920399999992,10.403378099999998,13.508864099999995,19.823352300000007,17.2872054,24.326307000000014
2023-08-31,11.438540099999999,14.233477499999998,30.33024660000002,12.318427799999997,12.784250700000001,17.908302600000003,19.150497000000005,14.751058500000003,11.800846799999997,16.821382500000006,15.682704300000001,18.4776417,6.3662462999999985,29.605633200000018,13.5606222,17.7530283,37.16231580000002,26.344872900000016,9.627006599999998,28.2081645,11.179749599999996,16.045010999999995,23.032354500000007,21.841918200000006,27.949374000000017
2023-09-30,14.3887518,17.183689200000003,37.88692920000002,14.026445099999998,15.4239138,21.893676300000006,20.18565900000001,16.303801500000002,14.3887518,21.117304800000003,18.218851200000003,20.237417100000002,6.573278699999999,35.920121400000035,16.562592000000002,19.461045600000002,42.07933530000003,30.07145610000002,11.438540099999996,31.417166700000003,12.421943999999998,18.6846741,24.895646100000015,26.13784050000001,32.71111920000002
2023-10-31,15.889736700000002,21.065546700000002,43.580320200000024,16.3555596,18.374125499999998,25.620259500000007,22.980596400000007,21.479611500000004,15.1651233,24.222790800000002,20.599723800000003,24.015758400000006,7.504924499999999,42.28636770000004,20.3926914,23.084112599999997,49.58425980000001,32.038263900000025,12.887766899999997,37.007041500000014,13.922928900000002,19.8233523,29.91618180000002,30.33024660000002,36.74825100000003
2023-11-30,18.167093100000002,22.514773500000004,50.25711510000001,20.289175200000003,20.6514819,28.777503600000014,24.274548900000017,23.549935500000004,15.527429999999999,25.1544366,23.29114500000001,26.655421500000013,8.333054099999998,47.824484400000024,23.860484100000004,26.60366340000001,55.27765079999996,34.574410800000024,14.8028166,41.56175430000002,14.595784200000002,21.9454344,36.59297670000004,34.57441080000002,42.02757720000004
2023-12-31,21.169062900000007,24.48158130000001,54.03545639999998,22.67004780000001,22.2042249,32.50408680000001,26.81069580000002,27.121244400000005,17.183689200000003,28.363438800000015,24.89564610000001,30.796069500000026,8.747118899999998,52.22392289999999,25.723775700000008,29.191568400000005,59.21126639999997,40.11252750000002,16.6661082,45.59888610000003,15.630946200000004,23.65345170000001,40.52659230000003,39.75022080000002,46.841080500000025
2024-01-31,23.860484100000004,26.96597010000001,58.59016919999998,24.999162300000012,23.342903100000004,33.33221640000001,30.019698000000016,30.951343800000007,18.581157900000008,32.348812500000015,25.41322710000001,34.67792700000004,9.575248499999997,57.347974799999974,27.431793000000017,31.882989600000005,63.71422109999993,42.803948700000014,19.3057713,50.153598900000006,18.632916,25.723775700000004,43.26977160000003,40.42307610000001,51.18876089999999
2024-02-29,26.396631000000003,29.036294100000013,64.38707639999993,26.396631000000017,24.378065100000004,37.7316549,30.951343800000018,32.40057060000001,18.736432200000007,34.62616890000002,26.55190530000001,36.955283400000035,10.403378099999996,61.79917139999996,29.812665600000017,32.55584490000001,69.7699187999999,45.75416040000001,19.97862660000001,54.811827899999976,19.5645618,29.088052200000007,48.704372100000015,46.73756430000001,56.00226419999996
2024-03-31,27.48355110000001,30.43376280000002,71.58145229999992,27.690583500000024,26.965970100000003,42.18285150000001,32.55584490000002,35.14374990000001,19.71983610000001,37.886929200000026,27.74234160000001,41.30296380000004,11.490298199999998,66.71619089999996,31.93474770000002,36.38594430000002,76.65374609999985,50.05008269999998,21.790160100000012,58.48665299999997,20.547965700000006,30.796069500000012,54.60479549999998,48.756130200000015,63.403672499999935
2024-04-30,28.518713100000006,32.40057060000002,75.51506789999992,31.67595720000002,28.7775036,46.42701570000002,34.78144320000002,38.30099400000001,20.34093330000001,41.76878670000002,29.398600800000015,43.99438500000006,12.214911599999997,71.32266179999992,32.65936110000002,40.164285600000014,81.41549129999983,55.27765079999997,22.82532210000001,63.81773729999995,22.359499200000005,33.59100690000001,58.84895969999998,53.724907800000004,68.78651489999993
2024-05-31,29.55387510000001,34.52265270000002,80.8461521999999,33.22870020000003,31.106618100000006,50.20535700000002,38.249235900000016,42.18285150000001,21.89367630000001,43.47680400000002,31.158376200000017,46.89283860000003,12.214911599999997,78.10297289999988,35.55781470000002,42.85570680000002,87.36767279999981,58.74544349999995,23.964000300000006,70.44277409999992,23.39466120000001,37.110557700000015,65.11168979999997,58.38313679999999,73.8070505999999
2024-06-30,30.48552090000001,37.16231580000003,84.00339629999988,34.108587900000025,34.212104100000005,53.6731497,40.47483420000002,44.71899840000001,23.8604841,45.02954700000003,32.29705440000002,51.188760900000005,12.421943999999996,79.86274829999988,37.52462250000002,45.39185370000001,94.56204869999979,61.69565519999993,26.137840500000006,76.96429469999991,25.775533800000005,39.491430300000026,70.54629029999992,62.67905909999995,80.53560359999985
2024-07-31,34.212104100000005,38.973849300000026,92.49172469999986,37.67989680000002,36.54121860000001,58.38313679999998,44.977788900000014,46.530531900000014,25.154436600000004,46.58229000000003,33.12518400000002,53.51787540000001,12.628976399999997,84.31394489999987,39.38791410000002,48.23854920000001,99.78961679999975,66.0950936999999,26.86245390000001,80.79439409999988,27.483551100000007,40.423076100000024,76.60198799999988,66.76794899999994,87.00536609999978
2024-08-31,39.07736550000002,40.31955990000002,99.89313299999984,39.23263980000004,36.748251,62.83433339999997,47.35866149999999,48.342065399999996,27.0177282,48.29030730000002,35.29902420000002,57.14094240000001,13.043041199999998,90.57667499999982,42.079335300000025,50.4123894,106.15586309999972,68.99354729999988,27.587067300000015,84.98680019999986,28.72574550000001,42.64867440000003,82.76120189999986,70.8568388999999,92.80227329999977
2024-09-30,42.70043250000001,43.06273920000003,103.93026479999978,40.26780180000002,39.33615600000001,64.02476969999996,50.101840799999984,50.87821229999999,27.690583500000002,49.11843690000002,37.52462250000002,60.246428400000006,14.078203199999995,96.37358219999975,44.40844980000003,53.56963349999999,112.05628649999969,72.56485619999987,28.881019800000015,87.98876999999987,30.951343800000007,44.201417400000025,87.83349569999984,74.58342209999991,98.80621289999976
